name,property_type_name,district_name,bedroom_count,Billion VND,area
"Căn hộ thiết kế đẹp, hướng mát tại Goldmark City",Căn hộ chung cư,Bắc Từ Liêm,2.0,5.98,77.0
"Bán gấp cho nhà đầu tư, 4 tầng Phó Đức Chính 6.3 tỷ",Nhà,Ba Đình,3.0,6.3,33.0
"Bán nhà phố Quan Nhân, Nhân Thanh Xuân. Nhà 5T ngõ rộng xe tải tránh ô tô kinh doanh sầm uất",Nhà,Thanh Xuân,4.0,10.5,41.0
"Mở bán chung cư Galia Hoàng Mai, view hồ Yên Sở, giá chỉ từ 66tr/m2, CK 19%, HTLS 0% trong 24 tháng",Căn hộ chung cư,Hoàng Mai,2.0,4.5,70.0
"Không ảo, chính chủ gửi bán CC 90 Nguyễn Tuân 96m2 7.85 tỷ, 88m2 7.2 tỷ, 92m2 7.5 tỷ, LH [phone_number]",Căn hộ chung cư,Thanh Xuân,3.0,7.85,96.0
"Chính chủ cần bán gấp căn nhà cự khối 34,4m2 x 5 tầng 4 ngủ ngo thông view hồ gần aeon mall lb",Nhà,Long Biên,4.0,5.28,34.4
Cơ hội đầu tư siêu rẻ! Bán gấp 1 ngủ giá thật chỉ 8.6 tỷ (tầng đẹp). LH: . Em Dương,Căn hộ chung cư,Ba Đình,1.0,8.6,57.0
"Bán biệt thự Sol Lake Villa, 16 tỷ, 72,5m2, Yên Nghĩa, Hà Đông, Hà Nội, giá tốt",Biệt thự/Nhà liền kề,Hà Đông,7.0,16.0,72.5
"Cần bán đất tặng nhà 2 tầng cũ, mặt phố Trần Cung, 135m2, mặt tiền rộng, giá chỉ 31 tỷ",Nhà,Bắc Từ Liêm,3.0,31.0,135.0
Bán nhà phố Ngô Thì Nhậm-Hà Đông - ngõ thông ô tô qua kinh doanh dt 45m - 5t - mt: 5m - giá 10.x tỷ,Nhà,Hà Đông,4.0,10.99,45.0
"Bán nhà an khánh_an thọ_5 tầng, ô tô, ngõ nông, sát cầu vượt an khánh, nhỉnh 5 tỷ",Nhà,Hoài Đức,4.0,5.3,31.0
Độc quyền quỹ căn 2 ngủ HH Thái Hà 43 Phạm Văn Đồng-Tài chính từ 4tỷ9,Căn hộ chung cư,Bắc Từ Liêm,2.0,4.9,70.0
Bán nhà phố Kim Mã - 42m2 x 7m - ngõ thông - vị trí đẹp - gần phố,Nhà,Ba Đình,3.0,9.0,42.0
Mình bán căn 142m2 dualkey chung cư The Wisteria siêu vip W3 03A. Đông Nam,Căn hộ chung cư,Hoài Đức,4.0,8.0,142.0
Khu đô thị -văn quán- hà đông -nhà liền kề -khu vip- chủ cần bán gấp-72m2-5t-mt4.6- 17ty8,Biệt thự/Nhà liền kề,Hà Đông,4.0,17.8,72.0
"Bán biệt thự liền kề Starlake Tây Hồ Tây 132m², nội thất cao cấp, giá 58 tỷ - đầu tư sinh lời vượt trội",Biệt thự/Nhà liền kề,Bắc Từ Liêm,4.0,58.0,132.0
Siêu Hot Căn Góc 3Ngủ The Nine Full Kính Giá Tốt Nhất Toà,Căn hộ chung cư,Cầu Giấy,3.0,0.101,103.0
"Cần bán gấp quỹ căn 2 - 3 - 4PN tại HPC Landmark 105 Tố Hữu trung tâm Hà Đông, giá chỉ từ 4tỷ7",Căn hộ chung cư,Hà Đông,3.0,6.4,107.0
"Bán nhà riêng tại Xóm 5, Đ. Hữu Hòa, Xã Hữu Hòa, Thanh Trì, Hà Nội, 7,5 tỷ, 47,9 m2, mới xây 4 tầng",Nhà,Thanh Trì,5.0,7.5,47.9
"Bán Căn hộ đẹp tại Ecohome 1, Phố Kẻ Vẽ, HN, 3,45 tỷ, 65m2, 2pn, 2vs , sổ Hồng sang tên luôn.",Căn hộ chung cư,Bắc Từ Liêm,2.0,3.45,65.0
BÁN NHANH NHÀ 4TÀNG MỚI XÂY.OTO VÀO CỬA . GẦN CHỢ TRƯỜNG HỌC.CONG VIÊN CÂY XANH.GIAO THÔNG THUẬN,Nhà,Hà Đông,3.0,5.2,32.0
"Bán nhà mặt phố Tô Hiệu 25 TỶ, DT58m2, MT 4m, Sổ A4, cạnh khu Biệt thự HUYNDAI HÀ ĐÔNG",Nhà,Hà Đông,3.0,25.0,58.0
"Bán nhà đẹp phố Trần Quốc Vượng sầm uất, 2 mặt ngõ, full nội thất, 41m2, 5 tầng, giá 9.85 tỷ",Nhà,Cầu Giấy,6.0,9.85,41.0
Xuất hiện SIÊU PHẨM căn hộ HẠNG SANG bậc nhất THỦ ĐÔ tại LONG BIÊN- LONG BIÊN CENTRAL,Căn hộ chung cư,Long Biên,3.0,11.0,100.0
SỐC GIẢM 500 TRIỆU CƠ HỘI SỞ HỮU NHÀ ĐẸP 5 TẦNG TẠI LÊ TRỌNG TẤN DƯƠNG NỘI CHỈ HƠN 4 TỶ!,Nhà,Hà Đông,4.0,4.75,35.0
"Bán gấp nhà riêng 4PN, 4WC, 38m2, 7,4 tỷ tại Ngọc Lâm, Long Biên, Hà Nội",Nhà,Long Biên,4.0,7.4,38.0
"Chính chủ bán căn góc 124m2- 3PN, CC Ban cơ yếu chính phủ, Full nội thất, giá 9ty5",Căn hộ chung cư,Thanh Xuân,3.0,9.5,124.0
"Cần Bán gấp nhà phố NGHĨA ĐÔ - VỈA HÈ Ô TÔ TRÁNH DỪNG. 80M, mt 4,5m. Chỉ 33ty",Nhà,Cầu Giấy,4.0,33.5,80.0
"Bán căn hộ The Wisteria, chỉ 5,7 tỷ 3PN, Đông Nam đẹp nhất dự án",Căn hộ chung cư,Hoài Đức,3.0,5.7,100.0
"Bán nhà mặt ngõ ô tô 7.8 tỷ, DT sổ 32m2, MT 3m, trước nhà 5m, sau nhà 2m, Bà Triệu, Hà Đông",Nhà,Hà Đông,2.0,7.8,32.0
"Bán gấp căn hộ 3PN, 2WC tại Golden Palace, Mễ Trì, Nam Từ Liêm, giá 7,9 tỷ...",Căn hộ chung cư,Nam Từ Liêm,3.0,7.9,128.0
cần bán căn hộ 3PN - Mipec Rubik 360 _ xuân thủy - cầu giấy - LH [phone_number],Căn hộ chung cư,Cầu Giấy,3.0,10.6,110.0
"Vũ Ngọc Phan, 42m, 4ngủ, Mặt tiền rộng, 20m ra ô tô tránh, Nhà dân xây đẹp ở ngay, Tiện ích đầy đủ",Nhà,Đống Đa,4.0,11.2,42.0
"Bán nhà - siêu hiếm - giá cực bún, Gia Quất, diện tích 35 m2 4 tầng, 3 phòng ngủ, full đồ",Nhà,Long Biên,3.0,5.3,35.0
Cần bán gấp căn hộ góc 76m² ban công Đông Nam – giá chỉ từ 2 tỷ 4 tại khu đô thị Thanh Hà Cienco 5,Căn hộ chung cư,Thanh Oai,2.0,2.42,76.0
"Bán chung cư cao cấp PVV Vinapharm Tower, Nguyễn Huy Tưởng 102m2, 3 phòng ngủ 2 VS, full đồ",Căn hộ chung cư,Thanh Xuân,3.0,7.45,102.0
"Cắt lỗ 200tr căn ngoại giao 2pn đông đẹp nhất Kepler Tower Mỗ Lao, Hà Đông",Căn hộ chung cư,Hà Đông,2.0,5.9,77.4
"Siêu phẩm Mỹ Đình Pearl! Căn hộ 2pn view cực đẹp, 73m2, full nội thất - giá tốt chỉ 6,3 tỷ",Căn hộ chung cư,Nam Từ Liêm,2.0,6.3,73.0
"Chính chủ cần bán gấp căn hộ 3 ngủ The Emerald, Mỹ Đình 1, Nam Từ Liêm, DT 80m2, giá 6,6 tỷ, sẵn sổ",Căn hộ chung cư,Nam Từ Liêm,3.0,6.6,80.0
"Siêu phẩm Phú Mỹ 100m2, 7 tầng thang máy 25 pn dòng tiền 140tr/th, 22.5 tỷ (tl2030184)",Nhà,Nam Từ Liêm,25.0,22.5,100.0
"Bán nhà riêng mới xây ngõ 477 Xuân Đỉnh, Bắc Từ Liêm. Ô Tô đỗ cửa 6 tầng 34m2 gần Ngoại Giao Đoàn",Nhà,Bắc Từ Liêm,3.0,8.7,34.0
Chính chủ gửi bán quỹ căn hộ 2-3-4 ngủ / 85m2 giá chỉ từ 8 tỷ tại dự án Mipec Rubik. lh: [phone_number],Căn hộ chung cư,Cầu Giấy,2.0,8.0,83.0
"(Giá chuẩn) bán căn 2 ngủ 2WC 78m2, ban công Đông Nam, nhà đẹp, đủ đồ, sổ đỏ. Giá 6 tỷ Eurowindow",Căn hộ chung cư,Cầu Giấy,2.0,6.0,78.0
"Vỡ nợ bán gấp chung cư Văn Phú Victoria 120m2 lô góc 3PN 2VS chỉ 6,2 tỷ, 49 tr/m2 thương lượng sâu",Căn hộ chung cư,Hà Đông,3.0,6.2,120.0
"Bán NR tại Cầu Cốc Tây Mỗ Hàng xóm Vinhomes smart city 5,25 tỷ, 31m2, 3PN, 4WC, 5 tầng",Nhà,Nam Từ Liêm,3.0,5.25,31.0
"Chính chủ bán căn hộ 78m2 3pn, full nội thất, tòa N03 Trần Quý Kiên, Cầu Giấy. Tel",Căn hộ chung cư,Cầu Giấy,3.0,5.0,78.0
"Bán nhà Trương Định mặt ngõ thoáng trước sau giá 8,8tỷ",Nhà,Hoàng Mai,3.0,8.8,52.0
"Bán nhà mặt phố đại la lô góc vỉa hè rộng hai bà trưng, dt 30m mt 3.5m giá tốt",Nhà,Hai Bà Trưng,3.0,16.0,30.0
"Có 1 0 2! Lô góc Ngọc Khánh, dân xây chắc chắn, ngõ 3 gác thông, vài chục m ra phố, 44m2*4T",Nhà,Ba Đình,4.0,7.5,44.0
"Căn 2013 tại GoldSilk gia đình cô Hà cần bán gấp. Giá 6 tỷ, tầng 20, trục 13, 103m. LH [phone_number]",Căn hộ chung cư,Hà Đông,3.0,6.0,103.0
"Giá thật, bán CH 80m2, 3N - 2WC GoldSeason, ban công Đông Nam mát, full nội thất, LH",Căn hộ chung cư,Thanh Xuân,3.0,7.6,80.0
"Bán nhà lô góc kinh doanh đường Thanh Bình, Hà Đông, ô tô tránh, diện tích 20m2, 4 tầng, giá 4,6 tỷ",Nhà,Hà Đông,3.0,4.6,20.0
"Bán nhà 8.5 tỷ, DT sổ 35m2, MT 4m, 5 Tầng, 3 Ngủ Full nội thất, 50m ô tô tránh, BẾ VĂN ĐÀN, HÀ ĐÔNG",Nhà,Hà Đông,3.0,8.5,35.0
"Bán nhà Đàm Quang Trung, Long Biên, lô góc 2 mặt ngõ ô tô, 6 tầng thang máy, 20m ra phố, 10.5 tỷ",Nhà,Long Biên,3.0,10.5,60.0
"Bán nhà riêng tại 168 Đường Phan Trọng Tuệ, Xã Tam Hiệp, Thanh Trì, 5,3 tỷ, 33m2 lô góc ô tô đỗ cửa",Nhà,Thanh Trì,3.0,5.3,33.0
"Bán gấp La Casta Văn Phú, Hà Đông. DT 73m2 X 5 tầng X MT 5,4 m. Giá 23.x tỷ",Biệt thự/Nhà liền kề,Hà Đông,4.0,23.9,73.0
"Bán nhà văn nội, phú lương_sát ô tô tránh_dt 33mx5 tầng, 3pn_chỉ 5,05 tỷ",Nhà,Hà Đông,3.0,5.05,33.0
Trần Bình - 15.5 tỷ - 2 thoáng - dòng tiền 500tr/ năm - 73m2 - 6 tầng,Nhà,Cầu Giấy,9.0,15.5,73.0
"Bán nhà 5,2 tỷ gần chợ Tứ Hiệp, IEC Thanh Trì, vị trí đẹp, 5 tầng, 3 phòng ngủ",Nhà,Thanh Trì,3.0,5.2,35.0
"Hoa hậu Nguyễn Viết Xuân, Hà Đông, 55m², nhỉnh 13 tỷ, ô tô, Thang máy, kinh doanh đỉnh.",Nhà,Hà Đông,4.0,13.2,55.0
Thôn Đoài - Nam Hồng. Chính chủ gửi bán nhà 3 tầng 45m2 dân xây kiên cố - ngõ thông - ô tô đỗ cửa,Nhà,Đông Anh,2.0,4.75,45.0
"Siêu phẩm 46m mt 6,3m x 3 tầng giá rẻ đầu tư hơn 7t ,khu B đh mỏ địa chất,đường tây thăng long",Nhà,Bắc Từ Liêm,3.0,8.18,46.0
Nóng hổi!bán nhà mễ trì 55m-5t-oto đỗ cổng-tặng nội thất sịn-chỉ 12 tỷ,Nhà,Nam Từ Liêm,4.0,12.0,55.0
"Bán NR 175m2, 5 tỷ ở Võ Nguyên Giáp, Sóc Sơn, đẹp, nhiều tiện ích",Nhà,Sóc Sơn,5.0,5.0,175.0
Chính chủ bán nhà Láng Hạ Q.Đống Đa 55m2 x 4T lô góc - 4PN - WC khép kín- Full nội thất. Ô tô đc.,Nhà,Đống Đa,4.0,13.6,55.0
"Cắt lỗ căn góc 100m2 3 ngủ FLC Quang Trung, Hà Đông",Căn hộ chung cư,Hà Đông,3.0,5.09,100.0
Nhà đẹp - Đội Cấn - trung tâm Ba Đình chỉ 80m ra ô tô - ngõ nông - 40m2 - MT 5.1m - 8.8 tỷ,Nhà,Ba Đình,3.0,8.8,40.0
"Bán CC 2PN, 1WC tại KĐT Mễ Trì Hạ, Mễ Trì, Nam Từ Liêm, Hà Nội, giá 5 tỷ, 73m2, giá tốt chính chủ",Căn hộ chung cư,Nam Từ Liêm,2.0,5.0,73.0
"Siêu mặt phố, kinh doanh cho thuê khủng. Vỉa hè rộng 5m. Khu phố người Nhật. View công viên",Nhà,Ba Đình,5.0,52.0,80.0
"Bán Nhà Phố Hào Nam, Đống Đa 56m* 4tang, mt: 5m, giá 7,7ty, ngõ nông, sổ vuông đẹp, pháp lý sạch",Nhà,Đống Đa,3.0,7.7,56.0
"1 ngủ đẹp nhất masteri lakeside giá chỉ từ 3 tỷ 2 -view hồ ngọc trai, bc hướng mát-tc khách sạn 5*",Căn hộ chung cư,Gia Lâm,1.0,0.07,45.2
"Bán nhà riêng tại Khu đô thị mới Phùng Khoang, 9 tỷ, 43 m2, giá cực chất hàng hiếm LH:[phone_number]",Nhà,Nam Từ Liêm,4.0,9.0,43.0
"Sừng sững trung tâm Đống Đa,căn nhà lô góc không còn đường nào chê,ô tô vào nhà lượn vòng quanh",Nhà,Đống Đa,4.0,14.6,45.0
"Chính chủ cần bán gấp CC 2PN, 1WC, 63m2, 3,56 tỷ tại The Sapphire 2, Vinhomes Ocean Park",Căn hộ chung cư,Gia Lâm,2.0,3.56,63.0
"Bán nhà Phân Lô Thanh Xuân_40Mx4T Ô tô vào nhà,ngõ thông kinh doanh_15m ra mặt phố",Nhà,Thanh Xuân,3.0,12.8,40.0
"Siêu phẩm phân lô Phú Thượng - Tây Hồ 6 tầng thang máy, nhà mới ở ngay, cách ô tô 10m",Nhà,Tây Hồ,4.0,8.5,39.0
"Bán nhà chính chủ ngõ 120 Nguyễn Văn Viên DT 31m2, 5 tầng xây mới giá 6.8 tỷ",Nhà,Hai Bà Trưng,3.0,6.8,31.0
"PHUN NỘI THẤT - LÔ GÓC - Bùi Ngọc Dương - Hai Bà Trưng 4.55 tỷ Diện tích 14/23mT1, 5 T, MT3",Nhà,Hai Bà Trưng,3.0,4.55,23.0
"Bán CC 2PN tại Chung cư Thông tấn xã Việt Nam, 4,6 tỷ, 70m2",Căn hộ chung cư,Hoàng Mai,2.0,4.6,70.0
Bán Nhà Hoàng Quốc Việt - Cầu Giấy 50m - Thang Máy,Nhà,Cầu Giấy,4.0,11.0,45.0
"Bán nhanh căn 1N + GS2 full đồ đẹp, view bể bơi giá 3,3 tỷ",Căn hộ chung cư,Nam Từ Liêm,1.0,3.3,43.0
"Nhà đẹp sát Time City, Minh Khai chỉ hơn 8 tỷ - ô tô vào nhà - ảnh bên trên",Nhà,Hai Bà Trưng,3.0,8.5,38.0
"Bán CC Sunshine Riverside, 5,3 tỷ, 64m2, 2PN, 1WC, Q.Tây Hồ, HN, giá tốt!",Căn hộ chung cư,Tây Hồ,2.0,5.3,64.0
"Bán CC 3PN, 2WC, giá tốt tại Đại Mỗ, giá chính chủ",Căn hộ chung cư,Nam Từ Liêm,3.0,4.35,86.9
"Ảnh thật- Giá chuẩn căn hộ 146m ( 3N2W) tại TSQ Mỗ Lao, Hà Đông. Sẵn sổ, bc Đông Nam. Giá chỉ 8.9t",Căn hộ chung cư,Hà Đông,3.0,8.9,146.0
"Bán CC Eco Lake View, 5,25 tỷ, 76m2, 2PN, 2WC, Đ.Tại Đại Từ, Hoàng Mai, Hà Nội",Căn hộ chung cư,Hoàng Mai,2.0,5.25,76.0
"Chốt deal giá tốt nhất - CH studio dt lớn nhất, full nội thất, view thoáng, tầng cao, HTLS 12/2025",Căn hộ chung cư,Gia Lâm,1.0,2.7,35.0
"(Gía thật) Bán căn 81,1m2 full nội thất siêu đẹp giá 7,88 tỷ chung cư cao cấp GOLDEN PALM",Căn hộ chung cư,Thanh Xuân,2.0,7.88,81.1
"- Bán nhà tập thể Trần Đại Nghĩa, Hoàng Mai, Siêu đẹp, 16m2 sử dụng 100m2, 5.1 tỷ",Nhà,Hoàng Mai,4.0,5.1,16.0
"Chính chủ bán căn hộ lô góc Star Tower Khương Trung, 3 ngủ 2wc 2 ban công, nội thất đẹp chỉ hơn 5tỷ",Căn hộ chung cư,Thanh Xuân,3.0,5.85,83.0
"Siêu Phẩm Nhà ô góc 3 thoáng, Mới Rẻ Đẹp Nhất Khu Vực cát quế.Hoài Đức, Diện tích 45m2 giá hơn 3 t",Nhà,Hoài Đức,4.0,3.6,45.0
Siêu phẩm vip - Yên Hòa - Cầu giấy - DT 155m2 - Ô tô - Chỉ 78 tỷ,Biệt thự/Nhà liền kề,Cầu Giấy,5.0,78.0,155.0
"Bán nhà Thượng Cát, 4 tầng , 40m2 giá 5 tỷ",Nhà,Bắc Từ Liêm,4.0,5.0,40.0
Em bán căn hộ 131m2 cao cấp IPH view đẹp tầng cao giữa lòng thủ đô,Căn hộ chung cư,Cầu Giấy,3.0,14.7,131.0
"(Mới) Bán gấp căn hộ 2N/2WC mới bàn giao tòa Rose Town, giá 4.75 tỷ, tầng trung, full NT, view đẹp",Căn hộ chung cư,Hoàng Mai,2.0,4.75,75.0
"Bán nhà Giải Phóng - Ô tô đỗ cửa, 14,95 tỷ, 55 m2, 4PN, 4WC, 5 tầng, Đông Nam, cực chất",Nhà,Thanh Xuân,4.0,14.95,55.0
"Bán NR 3PN, 2WC, 32m2 tại Nguyễn Trãi, HN giá siêu hời 2,7 tỷ",Nhà,Thanh Xuân,3.0,2.7,32.0
"Chính chủ bán nhà 6 tầng mới xây có thang máy trung tâm Yên Hòa, Cầu Giấy",Nhà,Cầu Giấy,3.0,9.0,33.0
"Bán NR giá siêu hời tại La Phù, Hoài Đức, 4,43tỷ, 34,1m2",Nhà,Hoài Đức,3.0,4.43,34.1
"Bán NR 46m2, giá ưu đãi 10,5 tỷ tại Thụy Khuê, Tây Hồ, Hà Nội",Nhà,Tây Hồ,4.0,10.5,46.0
"Duy nhất 1 căn trục 04 Moonlight bao thuế phí, chủ thiện chí, liên hệ chốt sớm.",Căn hộ chung cư,Hoài Đức,3.0,6.3,95.12
"FLC Premier Parc đầu tư 2PN Đẳng cấp tối ưu. Sẵn Nhỉnh 1,1 tỷ/căn - vay 0%/18 tháng - chiết khấu 5%",Căn hộ chung cư,Nam Từ Liêm,2.0,5.06,64.0
NHÀ TƯỚNG GỬI GẮM PHÂN LÔ VIP TRẦN PHÚ MỘT BƯỚC RA PHỐ - OTO - KINH DOANH - VIP - GIỮ TÀI SẢN,Nhà,Ba Đình,3.0,29.8888888,68.0
"Bán căn hộ Euro Window 82m2 3PN2VS full nội thất, tầng trung, sẵn sổ giá 4tỷ25 bao phí",Căn hộ chung cư,Đông Anh,3.0,4.25,82.0
"Bán căn hộ 3 phòng ngủ chung cư Trung Ương Đảng, Trịnh Văn Bô 96m2 giá tốt sổ đỏ chính chủ",Căn hộ chung cư,Nam Từ Liêm,3.0,5.75,96.0
Chính chủ bán gấp căn hộ 112m2. Sổ đỏ chính chủ. Full nội thất. 7tỷ bp,Căn hộ chung cư,Long Biên,3.0,7.0,112.0
"Chính chủ bán nhà Nguyễn Trãi - 38m2 - lô góc - ra ô tô 30m - trước nhà rộng, thoáng - 7,5 tỷ",Nhà,Thanh Xuân,4.0,7.5,38.0
"Bán nhà phân lô Thạch Bàn 45m2, 6T MT 4.2m thang máy ngõ ô tô 1 nhà ra ô tô tránh kinh doanh",Nhà,Long Biên,3.0,8.8,45.0
"Bán nhà 3 tầng trục kinh doanh Mai Châu, Đại Mạch",Nhà,Đông Anh,4.0,15.0,100.0
Bán gấp căn đại mỗ nam từ liêm gần ngã 4 lê quang đạo kéo dài nhà đẹp_38m_5t_mt4_5.79 tỷ,Nhà,Nam Từ Liêm,3.0,5.79,38.0
"CC bán căn TN2-75 xẻ khe DT 80m2 khu Tinh Hoa view hồ, vườn hoa hướng ĐB giá 24 tỷ LH [phone_number]",Biệt thự/Nhà liền kề,Đông Anh,4.0,24.0,80.0
"Cần bán gấp căn 70m2, chung cư Thanh Hà Mường Thanh, giá hơn 2,4 tỷ, full đồ.",Căn hộ chung cư,Hà Đông,2.0,2.45,70.0
Cần bán gấp - nhà ngõ Trường Chinh thông Tôn Thất Tùng - 5 tầng full nội thất - giá chỉ 7.19 tỷ,Nhà,Đống Đa,5.0,7.19,31.0
"Chỉ 3.xx tỷ nhận ngay căn 69m2, 2PN, 2vs full nội thất tại chung cư Athena Complex LH:",Căn hộ chung cư,Nam Từ Liêm,2.0,3.25,69.0
"Chính chủ bán căn hộ Phú Gia Riverside 100m2 thiết kế 3n2vs, bc Đông nam giá 7,2 tỷ, LH: [phone_number]",Căn hộ chung cư,Thanh Xuân,3.0,7.2,100.0
"Bán nhà mới Vĩnh Ninh - 90m2 - mặt tiền 5,2m - giá chỉ 6,3 tỷ",Nhà,Thanh Trì,4.0,6.3,90.0
"Bán CH chung cư Florence Mỹ Đình, 6,2 tỷ, 83,3 m2,2PN, 2WC.Tầng trung,ngắm pháo hoa.LH: [phone_number]",Căn hộ chung cư,Nam Từ Liêm,2.0,6.2,83.0
"Cần Bán Căn Hộ Tại The Pride, La Khê, Hà Đông, Hà Nội.",Căn hộ chung cư,Hà Đông,3.0,5.75,102.0
"Bán nhà 5 tầng 4 phòng ngủ An Thượng, gần trường học và ủy ban, giá 4 tỷ",Nhà,Hoài Đức,4.0,4.0,45.0
"Bán nhà phố Hào Nam, Đống Đa, ngõ nông, thoáng, gần ga Cát Linh, DT 40m2*4T, giá hơn 9 tỷ",Nhà,Đống Đa,4.0,9.5,40.0
"Tổng hợp 50 căn hộ tại dự án khu vực Mỹ Đình, chỉ từ 50-97tr/m2| Đa dạng diện tích",Căn hộ chung cư,Nam Từ Liêm,2.0,4.85,61.0
"NHANH TAY CHỐT căn góc 2n+1, 2vs đầy đủ nội thất giá chỉ 3.35 tỷ tại OCP [phone_number]",Căn hộ chung cư,Gia Lâm,2.0,3.35,70.0
"Siêu Rẻ! Bán Nhà Riêng tại Phố Lương Định Của, 27 tỷ, 119m2, view đẹp,lô góc,ôtô- thông tin chuẩn",Nhà,Đống Đa,6.0,27.0,119.0
"Đa Sỹ - Hà Đông - Nhà mới 5 tầng, ngõ rộng, 70m ra ô tô - Sổ vuông đẹp. Nhỉnh 6,x tỷ. Có TL",Nhà,Hà Đông,4.0,6.8,35.0
"Bán CHCC 257 Giải Phóng (46 phố Vọng), 109m2, 3PN, 2WC, Phương Mai, Đống Đa, Hà Nội",Căn hộ chung cư,Đống Đa,3.0,8.9,109.0
"Bán chung cư 3PN 2WC tòa HTT Hà Đông (Hà Đông Complex Tower) Trần Phú, Văn Quán, Hà Đông, 6,9 tỷ",Căn hộ chung cư,Hà Đông,3.0,6.9,132.0
"Bán gấp căn hộ CC bảo tàng HCM 379 Đội Cấn, Ba Đình, 178m, 3PN, nhà đẹp, 78 tr/m2. LH:",Căn hộ chung cư,Ba Đình,3.0,13.884,178.0
"Chính chủ bán căn hộ 2PN toà Trung, Rice city Linh Đàm, Hoàng Mai, HN - 3.85 tỉ (có TL)",Căn hộ chung cư,Hoàng Mai,2.0,3.85,57.5
Chính chủ tôi cần bán gấp Căn 75m-2N-FUll nội thất - Hướng ĐN giá thoả thuận nhanh lh: [phone_number],Căn hộ chung cư,Thanh Trì,2.0,5.0,75.0
CĂN 2PN THE ZURICH GIÁ RẺ NHẤT THỊ TRƯỜNG Căn hộ 2PN ZR1 trục 02 Diện tích rộng 56m2,Căn hộ chung cư,Gia Lâm,2.0,3.37,56.5
Trần Duy Hưng - Nhà đẹp gần phố 30m/6T - 4 ngủ khép kín- giá chỉ hơn 8 tỷ,Nhà,Cầu Giấy,4.0,8.6,30.0
"Sang ở nhà phố, Chủ nhờ rao bán căn GOLDEN PALACE, Sảnh A, 118m, 3PN, view đẹp, có slot ô tô",Căn hộ chung cư,Nam Từ Liêm,3.0,8.56,118.0
"Chính chủ cần tiền bán gấp căn hộ đẹp long lanh tại VP6 Linh Đàm diện tích 62m2 2PN, 2WC",Căn hộ chung cư,Hoàng Mai,2.0,2.68,62.0
Đào Tấn - Trung Tâm Ba Đình - 10m ra ô tô đỗ,Nhà,Ba Đình,3.0,7.9,30.0
"Chính chủ bán căn hộ 172m2, 3 ngủ, view hồ công viên đẹp, full nội thất tại Mandarin Garden",Căn hộ chung cư,Cầu Giấy,3.0,17.2,172.0
"CẦN BÁN GẤP nhà phân lô Cổ Linh, Thạch Bàn, 5 tầng, DT 43m2, MT 3.6m, đường 11m, tiện kinh doanh",Nhà,Long Biên,3.0,13.5,43.0
"Bán CC Sky Central, Định Công, 5,55 tỷ, 73m2, 2PN, 2WC, pháp lý đầy đủ",Căn hộ chung cư,Hoàng Mai,2.0,5.55,73.0
"Bán nhà riêng phố Trần Khát Chân quận Hai Bà Trưng, 4 tầng Dt rộng, 4PN full nội thất măt ngõ thông",Nhà,Hai Bà Trưng,4.0,9.85,45.0
"Phân lô Nguyễn Gia Bồng 73X6T, TM, gara ô tô, Full nội thất cao cấp, nhà đẹp, sổ đẹp 16.9 tỷ.",Nhà,Long Biên,4.0,16.9,73.0
"Bán nhà riêng tại Ngô Gia Tự, 16,2 tỷ, 75m2, 4PN + 4WC + 4Tầng, uy tín, giá ưu đãi",Nhà,Long Biên,4.0,16.2,75.0
"Nhà đẹp Trịnh Văn Bô kéo dài, Di Trạch, 37m², 3 tầng, 3.8 tỷ",Nhà,Hoài Đức,3.0,3.8,37.0
"Chính chủ cần bán gấp căn hộ 2pn, 2wc chung cư cao cấp Dolphin Plaza trung tâm Mỹ Đình",Căn hộ chung cư,Nam Từ Liêm,2.0,5.4,74.0
Phố Ngọc Khánh-Phân lô-oto-kinh doanh sầm uất-2 thoáng trước sau-70m2-5T-chỉ 15.5ty,Nhà,Ba Đình,5.0,15.5,70.0
Bán nhà mặt hồ đầm tròn - đội cấn ba đình kinh doanh đa dạng 100m giá nhỉnh 36 tỷ,Nhà,Ba Đình,1.0,36.8,100.0
"Bán nhà phân lô Đặng Văn Ngữ, Đống Đa. 3 ô tô tránh, phân lô, vỉa hè, kinh doanh, nở hậu. Giá mềm !",Nhà,Đống Đa,4.0,16.8,55.0
"Hạ chào 400 triệu, bán gấp nhà đẹp Ngọc Thụy, 43m2, mt 3,7m, full nội thất, giá chỉ 7.1 tỷ",Nhà,Long Biên,5.0,7.1,43.0
Penthouse đẳng cấp siêu hiếm tại 93 Láng Hạ,Căn hộ chung cư,Đống Đa,4.0,74.0,342.0
Phố vip!! đào tấn - ba đình - phân lô ôtô - 45m*5t - nhỉnh 11tỷ - ngõ thông - dân trí cao.,Nhà,Ba Đình,3.0,11.0,45.0
"Căn hộ Cienco1, Hoàng Đạo Thúy, Nhân Chính, Thanh Xuân, Hà Nội, giá tốt 5,5 tỷ, 78m2",Căn hộ chung cư,Thanh Xuân,2.0,5.5,78.0
"Siêu phẩm cực hiếm nhà 4tầng DT: 45m. Giá hấp dẫn 5.150 tỷ, sổ đẹp sẵn sàng giao dịch ngay",Nhà,Đông Anh,4.0,5.15,45.0
"Bán gấp NR 4PN, 5WC, 44m2 tại Ngọc Thụy, Long Biên, 13,8 tỷ",Nhà,Long Biên,4.0,13.8,44.0
