listing_id,clean,address_variant,code_switched
11628,"Tìm căn hộ chung cư tại quận Ba Đình, có 2 phòng ngủ, diện tích 70 mét vuông, giá dưới 5,4 tỷ đồng.","Tìm căn hộ chung cư tại Q Ba Đình, có 2 PN, diện tích 70 mét vuông, giá dưới 5,4 tỷ.","Tìm apartment tại Ba Đình, 2 BR, diện tích 70 mét vuông, giá dưới 5,4 B."
11635,"Nhà Long Biên 4 phòng ngủ, diện tích 48 mét vuông, giá dưới 10.6 tỷ đồng","Nhà Long Biên 4 PN, 48 mét vuông, giá dưới 10.6 tỷ","house Long Biên 4 BR, 48 mét vuông, giá dưới 10.6 B"
11636,"Cần bán căn hộ chung cư tại quận Gia Lâm, có 2 phòng ngủ, diện tích 62,4 mét vuông, giá dưới 4,93 tỷ đồng.","Cần bán căn hộ chung cư tại Q Gia Lâm, 2 PN, 62,4 mét vuông, giá dưới 4,93 tỷ.","Need bán apartment tại Gia Lâm, 2 BR, 62,4 mét vuông, price under 4,93 B."
11640,"Nhà tại quận Tây Hồ, diện tích 68 mét vuông, 2 phòng ngủ, giá dưới 9.8 tỷ đồng","Nhà tại Q Tây Hồ, diện tích 68 mét vuông, 2 PN, giá dưới 9.8 tỷ","house tại Tây Hồ, diện tích 68 mét vuông, 2 BR, giá dưới 9.8 B"
11641,"Nhà 2 phòng ngủ tại quận Hoài Đức, diện tích 80 mét vuông, giá dưới 5.9 tỷ đồng","Nhà 2 PN tại Q Hoài Đức, diện tích 80 mét vuông, giá dưới 5.9 tỷ","house 2 BR tại Hoài Đức, diện tích 80 mét vuông, giá dưới 5.9 B"
11650,"Nhà 3 phòng ngủ tại quận Thanh Trì, diện tích 30 mét vuông, giá dưới 6.5 tỷ đồng.","Nhà 3 PN tại Q Thanh Trì, diện tích 30 mét vuông, giá dưới 6.5 tỷ.","house 3 BR tại Thanh Trì, diện tích 30 mét vuông, giá dưới 6.5 B."
11654,"Cần tìm căn hộ chung cư tại quận Hoài Đức, có 2 phòng ngủ, diện tích 75 mét vuông, giá dưới 3.9 tỷ đồng.","Tìm căn hộ chung cư Q Hoài Đức, 2 PN, 75 mét vuông, giá dưới 3.9 tỷ.","Search apartment tại Hoài Đức, 2 BR, 75 mét vuông, giá dưới 3.9 B."
11657,"Cần tìm căn hộ chung cư tại quận Gia Lâm, có 2 phòng ngủ, diện tích 63.3 mét vuông, giá dưới 4.85 tỷ đồng.","Cần tìm căn hộ chung cư tại Q Gia Lâm, 2 PN, 63.3 mét vuông, giá dưới 4.85 tỷ.","Tìm apartment tại Gia Lâm, 2 BR, 63.3 mét vuông, giá dưới 4.85 B."
11658,"Nhà 4 phòng ngủ tại quận Thanh Xuân, diện tích 45 mét vuông, giá dưới 13.5 tỷ đồng","Nhà 4 PN tại Q Thanh Xuân, diện tích 45 mét vuông, giá dưới 13.5 tỷ","house 4 BR tại Thanh Xuân, diện tích 45 mét vuông, giá dưới 13.5 B"
11659,"Cần tìm căn hộ chung cư tại quận Cầu Giấy, có 5 phòng ngủ, diện tích 415 mét vuông, giá dưới 35.5 tỷ đồng.","Tìm căn hộ chung cư tại Q Cầu Giấy, 5 PN, 415 mét vuông, giá dưới 35.5 tỷ.","Search apartment tại Cầu Giấy, 5 BR, 415 mét vuông, giá dưới 35.5 B."
11660,"Nhà 3 phòng ngủ tại quận Đống Đa, diện tích 46 mét vuông, giá dưới 9.1 tỷ đồng.","Nhà 3 PN tại Q Đống Đa, diện tích 46 mét vuông, giá dưới 9.1 tỷ.","house 3 BR tại Đống Đa, diện tích 46 mét vuông, giá dưới 9.1 B."
11668,"Cần bán căn hộ chung cư tại quận Cầu Giấy, có 5 phòng ngủ, diện tích 266.4 mét vuông, giá dưới 26.0 tỷ đồng.","Cần bán căn hộ chung cư tại Q Cầu Giấy, 5 PN, 266.4 mét vuông, giá dưới 26.0 tỷ.","Need bán apartment tại Cầu Giấy, 5 BR, diện tích 266.4 mét vuông, giá dưới 26.0 B."
11673,"Nhà tại quận Tây Hồ, diện tích 140 mét vuông, có 3 phòng ngủ, giá dưới 60.5 tỷ đồng.","Nhà Q Tây Hồ, 140 mét vuông, 3 PN, giá dưới 60.5 tỷ.","house ở quận Tây Hồ, 140 mét vuông, 3 BR, giá dưới 60.5 B."
11674,"Tìm biệt thự nhà liền kề tại quận Thanh Xuân, có 5 phòng ngủ, diện tích 110 mét vuông, giá dưới 29.5 tỷ đồng.","Tìm biệt thự nhà liền kề ở Q Thanh Xuân, 5 PN, 110 mét vuông, giá dưới 29.5 tỷ.","Tìm apartment house land? Không. Tìm house tại Thanh Xuân, 5 BR, 110 mét vuông, giá dưới 29.5 B."
11677,"Nhà tại quận Hoàng Mai, diện tích 35 mét vuông, có 4 phòng ngủ, giá dưới 7.34 tỷ đồng.","Nhà Q Hoàng Mai, 35 mét vuông, 4 PN, giá dưới 7.34 tỷ.","house tại quận Hoàng Mai, 35 mét vuông, 4 BR, giá dưới 7.34 B."
11678,"Nhà tại quận Hà Đông, diện tích 35 mét vuông, có 3 phòng ngủ, giá dưới 4.9 tỷ đồng.","Nhà tại Q Hà Đông, diện tích 35 mét vuông, có 3 PN, giá dưới 4.9 tỷ.","apartment tại Hà Đông, diện tích 35 mét vuông, 3 BR, giá dưới 4.9 B."
11679,"Cần tìm căn hộ chung cư tại quận Bắc Từ Liêm, có 2 phòng ngủ, diện tích 75 mét vuông, giá dưới 5,5 tỷ đồng.","Tìm căn hộ chung cư ở Q Bắc Từ Liêm, 2 PN, 75 mét vuông, giá dưới 5,5 tỷ.","Search apartment tại Bắc Từ Liêm, 2 BR, 75 mét vuông, giá dưới 5,5 B."
11683,"Nhà tại quận Cầu Giấy, 4 phòng ngủ, diện tích 40 mét vuông, giá dưới 8.5 tỷ đồng","Nhà tại Q Cầu Giấy, 4 PN, diện tích 40 mét vuông, giá dưới 8.5 tỷ","house tại Cầu Giấy, 4 BR, diện tích 40 mét vuông, giá dưới 8.5 B"
11692,"Nhà 3 phòng ngủ tại quận Thanh Xuân, diện tích 52 mét vuông, giá dưới 22.4 tỷ đồng","Nhà 3 PN tại Q Thanh Xuân, diện tích 52 mét vuông, giá dưới 22.4 tỷ","house 3 BR tại Thanh Xuân, diện tích 52 mét vuông, giá dưới 22.4 B"
11699,"Nhà 3 phòng ngủ tại quận Hoàng Mai, diện tích 40 mét vuông, giá dưới 5,3 tỷ đồng","Nhà 3 PN tại Q Hoàng Mai, diện tích 40 mét vuông, giá dưới 5,3 tỷ","house 3 BR tại Hoàng Mai, diện tích 40 mét vuông, giá dưới 5,3 B"
11704,"Nhà tại quận Hai Bà Trưng, diện tích 30 mét vuông, có 4 phòng ngủ, giá dưới 9.35 tỷ đồng.","Nhà tại Q Hai Bà Trưng, diện tích 30 mét vuông, có 4 PN, giá dưới 9.35 tỷ.","apartment tại Hai Bà Trưng, diện tích 30 mét vuông, 4 BR, giá dưới 9.35 B."
11711,"Tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 70 mét vuông, giá dưới 4.0 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 2 PN, 70 mét vuông, giá dưới 4.0 tỷ.","Tìm apartment tại Hoàng Mai, 2 BR, 70 mét vuông, giá dưới 4.0 B."
11739,"Nhà tại quận Đống Đa, diện tích 45 mét vuông, có 3 phòng ngủ, giá dưới 9.0 tỷ đồng.","Nhà Q Đống Đa, 45 mét vuông, 3 PN, giá dưới 9.0 tỷ.","house tại Đống Đa, 45 mét vuông, 3 BR, giá dưới 9.0 B."
11741,"Tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 45 mét vuông, giá dưới 3.5 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 2 PN, 45 mét vuông, giá dưới 3.5 tỷ.","Tìm apartment tại Hoàng Mai, 2 BR, 45 mét vuông, giá dưới 3.5 B."
11744,"Nhà tại quận Thanh Xuân, 4 phòng ngủ, diện tích 30 mét vuông, giá dưới 7.1 tỷ đồng","Nhà tại Q Thanh Xuân, 4 PN, diện tích 30 mét vuông, giá dưới 7.1 tỷ","house tại Thanh Xuân, 4 BR, diện tích 30 mét vuông, giá dưới 7.1 B"
11758,"Nhà tại Hà Đông, có 3 phòng ngủ, diện tích 30 mét vuông, giá dưới 7.25 tỷ đồng.","Nhà Q Hà Đông, 3 PN, 30 mét vuông, giá dưới 7.25 tỷ.","house tại Hà Đông, 3 BR, 30 mét vuông, giá dưới 7.25 B."
11764,"Cần tìm căn hộ chung cư tại quận Hai Bà Trưng, có 2 phòng ngủ, diện tích 62 mét vuông, giá dưới 4.85 tỷ đồng.","Tìm căn hộ chung cư Q Hai Bà Trưng, 2 PN, 62 mét vuông, giá dưới 4.85 tỷ.","Search apartment tại quận Hai Bà Trưng, 2 BR, 62 mét vuông, giá dưới 4.85 B."
11769,"Cần tìm căn hộ chung cư tại quận Nam Từ Liêm, có 2 phòng ngủ, diện tích 45 mét vuông, giá dưới 3.3 tỷ đồng.","Tìm căn hộ chung cư ở Q Nam Từ Liêm, 2 PN, 45 mét vuông, giá dưới 3.3 tỷ.","Search apartment tại Nam Từ Liêm, 2 BR, 45 mét vuông, giá dưới 3.3 B."
11770,"Nhà tại quận Đống Đa, diện tích 52 mét vuông, có 4 phòng ngủ, giá dưới 9,7 tỷ đồng.","Nhà tại Q Đống Đa, diện tích 52 mét vuông, 4 PN, giá dưới 9,7 tỷ.","house ở Đống Đa, 52 mét vuông, 4 BR, giá dưới 9,7 B."
11775,"Nhà 4 phòng ngủ tại quận Thanh Trì, diện tích 50 mét vuông, giá dưới 10.5 tỷ đồng","Nhà 4 PN tại Q Thanh Trì, diện tích 50 mét vuông, giá dưới 10.5 tỷ","house 4 BR tại Thanh Trì, diện tích 50 mét vuông, giá dưới 10.5 B"
11776,"Nhà tại quận Long Biên, 6 phòng ngủ, diện tích 134 mét vuông, giá dưới 21.0 tỷ đồng","Nhà tại Q Long Biên, 6 PN, 134 mét vuông, giá dưới 21.0 tỷ","house tại Long Biên, 6 BR, 134 mét vuông, giá dưới 21.0 B"
11780,"Nhà tại quận Thanh Xuân, diện tích 40 mét vuông, có 5 phòng ngủ, giá dưới 7.3 tỷ đồng.","Nhà tại Q Thanh Xuân, diện tích 40 mét vuông, có 5 PN, giá dưới 7.3 tỷ.","house tại Thanh Xuân, diện tích 40 mét vuông, 5 BR, giá dưới 7.3 B."
11783,"Nhà tại quận Long Biên, có 2 phòng ngủ, diện tích 52 mét vuông, giá dưới 8.3 tỷ đồng","Nhà tại Q Long Biên, có 2 PN, diện tích 52 mét vuông, giá dưới 8.3 tỷ","house tại Long Biên, 2 BR, diện tích 52 mét vuông, giá dưới 8.3 B"
11784,"Tìm căn hộ chung cư 3 phòng ngủ tại quận Gia Lâm, diện tích 74 mét vuông, giá dưới 4.95 tỷ đồng.","Tìm căn hộ chung cư 3 PN tại Q Gia Lâm, diện tích 74 mét vuông, giá dưới 4.95 tỷ.","Tìm apartment 3 BR tại Gia Lâm, diện tích 74 mét vuông, giá dưới 4.95 B."
11800,"Tìm căn hộ chung cư tại quận Hoài Đức, có 3 phòng ngủ, diện tích 97 mét vuông, giá dưới 5.35 tỷ đồng.","Tìm căn hộ chung cư ở Q Hoài Đức, 3 PN, 97 mét vuông, giá dưới 5.35 tỷ.","Tìm apartment tại Hoài Đức, 3 BR, 97 mét vuông, giá dưới 5.35 B."
11804,"Tìm căn hộ chung cư tại quận Cầu Giấy, có 3 phòng ngủ, diện tích 127.7 mét vuông, giá dưới 8.5 tỷ đồng.","Tìm căn hộ chung cư tại Q Cầu Giấy, 3 PN, 127.7 mét vuông, giá dưới 8.5 tỷ.","Search apartment tại Cầu Giấy, 3 BR, 127.7 mét vuông, price under 8.5 B."
11810,"Tìm căn hộ chung cư tại quận Hoàng Mai, có 3 phòng ngủ, diện tích 107 mét vuông, giá dưới 5.96 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 3 PN, 107 mét vuông, giá dưới 5.96 tỷ.","Search apartment tại quận Hoàng Mai, 3 BR, 107 mét vuông, price under 5.96 B."
11814,"Cần bán căn hộ chung cư 1 phòng ngủ tại quận Gia Lâm, diện tích 43 mét vuông, giá dưới 2.77 tỷ đồng.","Cần bán căn hộ chung cư 1 PN tại Q Gia Lâm, 43 mét vuông, giá dưới 2.77 tỷ.","Need bán apartment 1 BR tại Gia Lâm, 43 mét vuông, giá dưới 2.77 B."
11816,"Cần tìm căn hộ chung cư tại quận Bắc Từ Liêm, có 3 phòng ngủ, diện tích 139 mét vuông, giá dưới 8.83 tỷ đồng.","Tìm căn hộ chung cư Q Bắc Từ Liêm, 3 PN, 139 mét vuông, giá dưới 8.83 tỷ.","Search apartment tại Bắc Từ Liêm, 3 BR, 139 mét vuông, giá dưới 8.83 B."
11817,"Tìm căn hộ chung cư tại quận Cầu Giấy, có 4 phòng ngủ, diện tích 193 mét vuông, giá dưới 20.5 tỷ đồng.","Tìm căn hộ chung cư tại Q Cầu Giấy, có 4 PN, diện tích 193 mét vuông, giá dưới 20.5 tỷ.","Tìm apartment tại Cầu Giấy, 4 BR, diện tích 193 mét vuông, giá dưới 20.5 B."
11819,"Nhà tại quận Hà Đông, 4 phòng ngủ, diện tích 50 mét vuông, giá dưới 18.0 tỷ đồng.","Nhà tại Q Hà Đông, 4 PN, 50 mét vuông, giá dưới 18.0 tỷ.","house tại Hà Đông, 4 BR, 50 mét vuông, giá dưới 18.0 B."
11821,"Nhà tại quận Hai Bà Trưng, diện tích 33 mét vuông, có 3 phòng ngủ, giá dưới 9.0 tỷ đồng.","Nhà Q Hai Bà Trưng, 33 mét vuông, 3 PN, giá dưới 9.0 tỷ.","house ở quận Hai Bà Trưng, diện tích 33 mét vuông, 3 BR, giá dưới 9.0 B."
11822,"Nhà tại quận Nam Từ Liêm, diện tích 54 mét vuông, có 4 phòng ngủ, giá dưới 9.7 tỷ đồng.","Nhà Q Nam Từ Liêm, 54 mét vuông, 4 PN, giá dưới 9.7 tỷ.","house ở Nam Từ Liêm, 54 mét vuông, 4 BR, giá dưới 9.7 B."
11823,"Tìm biệt thự nhà liền kề tại quận Ba Đình, 4 phòng ngủ, diện tích 530 mét vuông, giá dưới 228.5 tỷ đồng.","Tìm biệt thự nhà liền kề tại Q Ba Đình, 4 PN, 530 mét vuông, giá dưới 228.5 tỷ.","Search apartment house land? Tìm house tại Ba Đình, 4 BR, 530 mét vuông, giá dưới 228.5 B."
11830,"Nhà tại quận Cầu Giấy, có 5 phòng ngủ, diện tích 50 mét vuông, giá dưới 13.4 tỷ đồng.","Nhà tại Q Cầu Giấy, 5 PN, 50 mét vuông, giá dưới 13.4 tỷ.","apartment tại Cầu Giấy, 5 BR, 50 mét vuông, giá dưới 13.4 B."
11832,"Nhà tại quận Cầu Giấy, 4 phòng ngủ, diện tích 35 mét vuông, giá dưới 11.4 tỷ đồng","Nhà tại Q Cầu Giấy, 4 PN, diện tích 35 mét vuông, giá dưới 11.4 tỷ","house tại Cầu Giấy, 4 BR, diện tích 35 mét vuông, giá dưới 11.4 B"
11837,"Tìm căn hộ chung cư tại quận Hà Đông, có 2 phòng ngủ, diện tích 72 mét vuông, giá dưới 5.9 tỷ đồng.","Tìm căn hộ chung cư tại Q Hà Đông, 2 PN, 72 mét vuông, giá dưới 5.9 tỷ.","Search apartment tại Hà Đông, 2 BR, 72 mét vuông, giá dưới 5.9 B."
11845,"Nhà tại quận Long Biên có 4 phòng ngủ, diện tích 40 mét vuông, giá dưới 10.8 tỷ đồng","Nhà tại Q Long Biên, 4 PN, 40 mét vuông, giá dưới 10.8 tỷ","house ở quận Long Biên, 4 BR, 40 mét vuông, price under 10.8 B"
11851,"Nhà tại quận Cầu Giấy, 4 phòng ngủ, diện tích 35 mét vuông, giá dưới 9.0 tỷ đồng","Nhà tại Q Cầu Giấy, 4 PN, 35 mét vuông, giá dưới 9.0 tỷ","house tại Cầu Giấy, 4 BR, 35 mét vuông, giá dưới 9.0 B"
11864,"Tìm căn hộ chung cư 3 phòng ngủ tại quận Hoàng Mai, diện tích 93 mét vuông, giá dưới 4.8 tỷ đồng.","Tìm căn hộ chung cư 3 PN tại Q Hoàng Mai, diện tích 93 mét vuông, giá dưới 4.8 tỷ.","Tìm apartment 3 BR tại Hoàng Mai, diện tích 93 mét vuông, giá dưới 4.8 B."
11866,"Nhà 4 phòng ngủ tại quận Đan Phượng, diện tích 67,6 mét vuông, giá dưới 12,0 tỷ đồng","Nhà 4 PN tại Q Đan Phượng, diện tích 67,6 mét vuông, giá dưới 12,0 tỷ","house 4 BR tại Đan Phượng, diện tích 67,6 mét vuông, giá dưới 12,0 B"
11870,"Nhà tại quận Hai Bà Trưng, diện tích 34 mét vuông, có 3 phòng ngủ, giá dưới 6.28 tỷ đồng.","Nhà tại Q Hai Bà Trưng, diện tích 34 mét vuông, 3 PN, giá dưới 6.28 tỷ.","house tại Hai Bà Trưng, diện tích 34 mét vuông, 3 BR, giá dưới 6.28 B."
11871,"Tìm căn hộ chung cư tại quận Nam Từ Liêm, có 3 phòng ngủ, diện tích 94 mét vuông, giá dưới 8.9 tỷ đồng.","Tìm căn hộ chung cư tại Q Nam Từ Liêm, 3 PN, 94 mét vuông, giá dưới 8.9 tỷ.","Tìm apartment tại Nam Từ Liêm, 3 BR, 94 mét vuông, giá dưới 8.9 B."
11874,"Tìm căn hộ chung cư tại quận Nam Từ Liêm, có 3 phòng ngủ, diện tích 107 mét vuông, giá dưới 10.5 tỷ đồng.","Tìm căn hộ chung cư tại Q Nam Từ Liêm, 3 PN, 107 mét vuông, giá dưới 10.5 tỷ.","Search apartment tại Nam Từ Liêm, 3 BR, 107 mét vuông, giá dưới 10.5 B."
11889,"Tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 65 mét vuông, giá dưới 5.0 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 2 PN, 65 mét vuông, giá dưới 5.0 tỷ.","Search apartment tại quận Hoàng Mai, 2 BR, 65 mét vuông, price under 5.0 B."
11891,"Nhà 4 phòng ngủ tại quận Thanh Xuân, diện tích 40 mét vuông, giá dưới 8.5 tỷ đồng","Nhà 4 PN tại Q Thanh Xuân, diện tích 40 mét vuông, giá dưới 8.5 tỷ","house 4 BR tại Thanh Xuân, diện tích 40 mét vuông, giá dưới 8.5 B"
11921,"Nhà 4 phòng ngủ tại quận Bắc Từ Liêm, diện tích 62 mét vuông, giá dưới 11.5 tỷ đồng","Nhà 4 PN tại Q Bắc Từ Liêm, diện tích 62 mét vuông, giá dưới 11.5 tỷ","house 4 BR tại Bắc Từ Liêm, diện tích 62 mét vuông, giá dưới 11.5 B"
11928,"Tìm căn hộ chung cư tại quận Hoàng Mai, có 3 phòng ngủ, diện tích 106 mét vuông, giá dưới 7.3 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 3 PN, 106 mét vuông, giá dưới 7.3 tỷ.","Tìm apartment tại Hoàng Mai, 3 BR, 106 mét vuông, giá dưới 7.3 B."
11933,"Cần bán căn hộ chung cư tại quận Bắc Từ Liêm, có 2 phòng ngủ, diện tích 81 mét vuông, giá dưới 8.75 tỷ đồng.","Cần bán căn hộ chung cư tại Q Bắc Từ Liêm, có 2 PN, diện tích 81 mét vuông, giá dưới 8.75 tỷ.","Tìm apartment tại Bắc Từ Liêm, 2 BR, diện tích 81 mét vuông, giá dưới 8.75 B."
11938,"Nhà tại quận Hà Đông, có 4 phòng ngủ, diện tích 85 mét vuông, giá dưới 16.7 tỷ đồng.","Nhà tại Q Hà Đông, 4 PN, 85 mét vuông, giá dưới 16.7 tỷ.","house tại Hà Đông, 4 BR, 85 mét vuông, giá dưới 16.7 B."
11978,"Nhà tại quận Long Biên, 3 phòng ngủ, diện tích 33 mét vuông, giá dưới 6.4 tỷ đồng","Nhà tại Q Long Biên, 3 PN, 33 mét vuông, giá dưới 6.4 tỷ","house tại Long Biên, 3 BR, 33 mét vuông, giá dưới 6.4 B"
11996,"Nhà tại quận Ba Đình, diện tích 40 mét vuông, có 5 phòng ngủ, giá dưới 8.8 tỷ đồng.","Nhà Q Ba Đình, 40 mét vuông, 5 PN, giá dưới 8.8 tỷ.","house tại Ba Đình, 40 mét vuông, 5 BR, giá dưới 8.8 B."
11998,"Cần tìm căn hộ chung cư tại quận Cầu Giấy, có 2 phòng ngủ, diện tích 80 mét vuông, giá dưới 5.75 tỷ đồng.","Tìm căn hộ chung cư ở Q Cầu Giấy, 2 PN, 80 mét vuông, giá dưới 5.75 tỷ.","Search apartment tại Cầu Giấy, 2 BR, 80 mét vuông, giá dưới 5.75 B."
12003,"Nhà 4 phòng ngủ tại quận Long Biên, diện tích 36 mét vuông, giá dưới 8.0 tỷ đồng","Nhà 4 PN tại Q Long Biên, diện tích 36 mét vuông, giá dưới 8.0 tỷ","house 4 BR tại Long Biên, diện tích 36 mét vuông, giá dưới 8.0 B"
12006,"Nhà tại quận Hà Đông, diện tích 54 mét vuông, có 4 phòng ngủ, giá dưới 14.0 tỷ đồng.","Nhà Q Hà Đông, 54 mét vuông, 4 PN, giá dưới 14.0 tỷ.","house tại Hà Đông, 54 mét vuông, 4 BR, giá dưới 14.0 B."
12015,"Nhà tại quận Gia Lâm, 3 phòng ngủ, diện tích 60 mét vuông, giá dưới 6.28 tỷ đồng","Nhà tại Q Gia Lâm, 3 PN, 60 mét vuông, giá dưới 6.28 tỷ","house tại Gia Lâm, 3 BR, 60 mét vuông, giá dưới 6.28 B"
12030,"Cần bán căn hộ chung cư tại quận Long Biên, 2 phòng ngủ, diện tích 70 mét vuông, giá dưới 3.9 tỷ đồng.","Cần bán căn hộ chung cư tại Q Long Biên, 2 PN, diện tích 70 mét vuông, giá dưới 3.9 tỷ.","Need bán apartment tại Long Biên, 2 BR, diện tích 70 mét vuông, giá dưới 3.9 B."
12037,"Nhà tại quận Thanh Xuân, 5 phòng ngủ, diện tích 50 mét vuông, giá dưới 9.5 tỷ đồng","Nhà tại Q Thanh Xuân, 5 PN, diện tích 50 mét vuông, giá dưới 9.5 tỷ","house tại Thanh Xuân, 5 BR, diện tích 50 mét vuông, giá dưới 9.5 B"
12044,"Nhà tại Hà Đông, có 2 phòng ngủ, diện tích 46 mét vuông, giá dưới 8.7 tỷ đồng","Nhà Q Hà Đông, 2 PN, 46 mét vuông, giá dưới 8.7 tỷ","house tại Hà Đông, 2 BR, 46 mét vuông, giá dưới 8.7 B"
12047,"Nhà tại quận Hoàng Mai, 3 phòng ngủ, diện tích 31 mét vuông, giá dưới 3.6 tỷ đồng","Nhà tại Q Hoàng Mai, 3 PN, 31 mét vuông, giá dưới 3.6 tỷ","house tại Hoàng Mai, 3 BR, 31 mét vuông, giá dưới 3.6 B"
12052,"Cần bán căn hộ chung cư tại quận Cầu Giấy, có 2 phòng ngủ, diện tích 71,5 mét vuông, giá dưới 7,0 tỷ đồng.","Cần bán căn hộ chung cư tại Q Cầu Giấy, 2 PN, 71,5 mét vuông, giá dưới 7,0 tỷ.","Need bán apartment tại Cầu Giấy, 2 BR, 71,5 mét vuông, giá dưới 7,0 B."
12053,"Tìm biệt thự liền kề tại quận Hà Đông, có 6 phòng ngủ, diện tích 85 mét vuông, giá dưới 24.5 tỷ đồng.","Tìm biệt thự liền kề tại Q Hà Đông, 6 PN, 85 mét vuông, giá dưới 24.5 tỷ.","Tìm apartment/house liền kề tại Hà Đông, 6 BR, 85 mét vuông, giá dưới 24.5 B."
12054,"Tìm căn hộ chung cư tại quận Cầu Giấy, có 3 phòng ngủ, diện tích 120 mét vuông, giá dưới 8.5 tỷ đồng.","Tìm căn hộ chung cư tại Q Cầu Giấy, 3 PN, 120 mét vuông, giá dưới 8.5 tỷ.","Tìm apartment tại Cầu Giấy, 3 BR, 120 mét vuông, giá dưới 8.5 B."
12062,"Cần tìm căn hộ chung cư 1 phòng ngủ tại quận Hoàng Mai, diện tích 43,8 mét vuông, giá dưới 0,566 tỷ đồng.","Cần tìm căn hộ chung cư 1 PN tại Q Hoàng Mai, diện tích 43,8 mét vuông, giá dưới 0,566 tỷ.","Tìm apartment 1 BR tại Hoàng Mai, diện tích 43,8 mét vuông, giá dưới 0,566 B."
12065,"Nhà tại quận Tây Hồ, diện tích 35 mét vuông, có 3 phòng ngủ, giá dưới 8.0 tỷ đồng.","Nhà Q Tây Hồ, 35 mét vuông, 3 PN, giá dưới 8.0 tỷ.","house ở Tây Hồ, 35 mét vuông, 3 BR, giá dưới 8.0 B."
12069,"Nhà Thanh Xuân 3 phòng ngủ, diện tích 140 mét vuông, giá dưới 36.0 tỷ đồng","Nhà Thanh Xuân 3 PN, 140 mét vuông, giá dưới 36.0 tỷ","house Thanh Xuân 3 BR, 140 mét vuông, giá dưới 36.0 B"
12071,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 50 mét vuông, giá dưới 3.9 tỷ đồng.","Tìm căn hộ chung cư ở Q Hoàng Mai, 2 PN, 50 mét vuông, giá dưới 3.9 tỷ.","Search apartment tại Hoàng Mai, 2 BR, 50 mét vuông, giá dưới 3.9 B."
12073,"Nhà tại Hà Đông, 3 phòng ngủ, diện tích 41 mét vuông, giá dưới 7.43 tỷ đồng","Nhà Q Hà Đông, 3 PN, 41 mét vuông, giá dưới 7.43 tỷ","house ở Hà Đông, 3 BR, 41 mét vuông, giá dưới 7.43 B"
12078,"Nhà 4 phòng ngủ tại quận Đống Đa, diện tích 51 mét vuông, giá dưới 9.25 tỷ đồng.","Nhà 4 PN tại Q Đống Đa, diện tích 51 mét vuông, giá dưới 9.25 tỷ.","house 4 BR tại Đống Đa, diện tích 51 mét vuông, giá dưới 9.25 B."
12079,"Nhà 3 phòng ngủ tại quận Nam Từ Liêm, diện tích 40 mét vuông, giá dưới 8.4 tỷ đồng.","Nhà 3 PN tại Q Nam Từ Liêm, diện tích 40 mét vuông, giá dưới 8.4 tỷ.","3 BR apartment tại Nam Từ Liêm, diện tích 40 mét vuông, giá dưới 8.4 B."
12087,"Tìm biệt thự nhà liền kề tại quận Cầu Giấy, có 4 phòng ngủ, diện tích 298 mét vuông, giá dưới 120.5 tỷ đồng.","Tìm biệt thự nhà liền kề tại Q Cầu Giấy, 4 PN, 298 mét vuông, giá dưới 120.5 tỷ.","Tìm apartment house tại Cầu Giấy, 4 BR, 298 mét vuông, giá dưới 120.5 B."
12092,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 56 mét vuông, giá dưới 4.48 tỷ đồng.","Tìm căn hộ chung cư ở Q Hoàng Mai, 2 PN, 56 mét vuông, giá dưới 4.48 tỷ.","Search apartment tại quận Hoàng Mai, 2 BR, diện tích 56 mét vuông, giá dưới 4.48 B."
12094,"Nhà tại quận Long Biên, 3 phòng ngủ, diện tích 55 mét vuông, giá dưới 11.8 tỷ đồng","Nhà Q Long Biên, 3 PN, 55 mét vuông, giá dưới 11.8 tỷ","house ở Long Biên, 3 BR, 55 mét vuông, giá dưới 11.8 B"
12098,"Nhà tại quận Hoàng Mai, 5 phòng ngủ, diện tích 56 mét vuông, giá dưới 11.5 tỷ đồng","Nhà Q Hoàng Mai, 5 PN, 56 mét vuông, giá dưới 11.5 tỷ","house tại Hoàng Mai, 5 BR, 56 mét vuông, giá dưới 11.5 B"
12105,"Cần tìm căn hộ chung cư tại quận Hoàng Mai, có 2 phòng ngủ, diện tích 50 mét vuông, giá dưới 3.9 tỷ đồng.","Tìm căn hộ chung cư tại Q Hoàng Mai, 2 PN, 50 mét vuông, giá dưới 3.9 tỷ.","Search apartment tại Hoàng Mai, 2 BR, 50 mét vuông, giá dưới 3.9 B."
